"base_filename","frame","region","person","x0","y0","c0","x1","y1","c1","x2","y2","c2","x3","y3","c3","x4","y4","c4","x5","y5","c5","x6","y6","c6","x7","y7","c7","x8","y8","c8","x9","y9","c9","x10","y10","c10","x11","y11","c11","x12","y12","c12","x13","y13","c13","x14","y14","c14","x15","y15","c15","x16","y16","c16","x17","y17","c17","x18","y18","c18","x19","y19","c19","x20","y20","c20","x21","y21","c21","x22","y22","c22","x23","y23","c23","x24","y24","c24"
"Dyad-27.0_C_IDs-C002-C004",1,"body","right","1504.54","524.364","0.923296","1622.27","680.418","0.365292","1678.1","668.629","0.177209","0","0","0","0","0","0","1607.54","695.052","0.547454","1533.93","965.852","0.456427","1395.52","895.243","0.76631","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1513.34","494.936","0.497251","1539.79","500.906","0.954199","0","0","0","1613.38","524.452","0.727337","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dyad-27.0_C_IDs-C002-C004",2,"body","right","1504.58","524.336","0.922838","1625.16","680.359","0.373762","1675.23","665.713","0.185015","0","0","0","0","0","0","1607.56","692.182","0.537017","1530.98","960.004","0.47579","1395.52","895.242","0.772158","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1516.15","494.899","0.452166","1539.86","500.91","0.960263","0","0","0","1613.39","527.239","0.758249","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dyad-27.0_C_IDs-C002-C004",3,"body","right","1507.42","524.309","0.924805","1628.09","680.401","0.384395","1678.15","668.6","0.210071","0","0","0","0","0","0","1607.48","692.137","0.570202","1528.05","954.13","0.522858","1395.51","895.28","0.790034","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1516.2","494.888","0.501124","1542.65","500.929","0.961989","0","0","0","1613.43","527.25","0.764995","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dyad-27.0_C_IDs-C002-C004",4,"body","right","1507.45","524.281","0.922387","1622.28","680.421","0.381912","1678.1","671.568","0.169387","0","0","0","0","0","0","1613.4","692.149","0.566567","1528.1","954.124","0.498933","1395.55","895.297","0.787158","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1516.27","494.893","0.462509","1542.7","500.866","0.959565","0","0","0","1613.5","524.462","0.739871","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dyad-27.0_C_IDs-C002-C004",5,"body","right","1510.31","521.486","0.914864","1625.13","680.454","0.393503","1675.22","668.622","0.177603","0","0","0","0","0","0","1613.38","695.046","0.561075","1528","954.069","0.505833","1395.54","895.285","0.791677","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1519.11","494.938","0.365428","1542.77","500.888","0.955906","0","0","0","1613.5","524.464","0.737189","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dyad-27.0_C_IDs-C002-C004",6,"body","right","1510.31","518.525","0.899918","1622.24","680.47","0.391875","1675.19","668.646","0.162816","0","0","0","0","0","0","1613.43","695.074","0.567257","1528.09","959.989","0.493656","1395.57","895.263","0.787608","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1519.15","489.125","0.415388","1542.85","497.974","0.941596","0","0","0","1616.34","524.472","0.713445","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dyad-27.0_C_IDs-C002-C004",7,"body","right","1510.37","515.598","0.900326","1622.29","683.357","0.374975","1675.2","671.573","0.162379","0","0","0","0","0","0","1613.42","698.004","0.539013","1528.09","959.964","0.467924","1395.64","895.186","0.785252","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1519.26","489.034","0.370194","1545.62","495.049","0.931836","0","0","0","1619.23","524.359","0.679186","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dyad-27.0_C_IDs-C002-C004",8,"body","right","1510.42","509.781","0.919389","1619.29","686.224","0.38634","1595.78","674.448","0.187731","0","0","0","0","0","0","1622.18","698.077","0.541301","1525.15","951.204","0.450009","1398.47","889.344","0.79836","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1519.27","483.309","0.381515","1545.7","492.049","0.930538","0","0","0","1619.24","521.477","0.668632","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dyad-27.0_C_IDs-C002-C004",9,"body","right","1510.4","506.809","0.940189","1622.18","686.229","0.391572","1598.74","671.583","0.170554","0","0","0","0","0","0","1619.24","700.952","0.522918","1528.04","957.106","0.415812","1401.4","883.578","0.834687","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1519.22","483.125","0.36249","1545.64","489.06","0.931219","0","0","0","1613.45","518.441","0.700701","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dyad-27.0_C_IDs-C002-C004",10,"body","right","1510.36","506.754","0.945926","1622.23","683.29","0.38793","1675.15","671.518","0.1746","0","0","0","0","0","0","1613.34","698.046","0.531701","1527.99","954.17","0.430888","1407.37","883.438","0.778858","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1519.22","480.351","0.342078","1545.69","486.261","0.929143","0","0","0","1613.37","518.53","0.721679","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
